20 5
21 5
22 5
23 5
24 5
25 6
26 6
27 6
28 7
29 8
30 9
31 10
32 11
33 12
33 13
33 14
34 15
34 16
34 17
34 18
34 19
34 20
34 21
34 22
34 23
33 24
34 25
34 26
35 27
35 28
35 29
34 30
34 31
33 31
32 32
31 32
30 32
29 31
28 31
27 30
27 31
27 32
27 33
27 34
26 35
26 36
25 37
24 38
23 38
22 39
21 39
20 39
19 39
18 39
17 38
16 38
15 37
14 36
14 35
13 34
13 33
13 32
13 31
13 30
12 31
11 31
10 32
9 32
8 32
7 31
6 31
6 30
5 29
5 28
5 27
6 26
6 25
7 24
6 23
6 22
6 21
6 20
6 19
6 18
6 17
6 16
6 15
7 14
7 13
7 12
8 11
9 10
10 9
11 8
12 7
13 6
14 6
15 6
16 5
17 5
18 5
19 5
